epoch,train_loss,train_acc,val_loss,val_acc,test_acc
0,1.088656183746126,0.7213333333333334,0.7494086623191833,0.908,0.622
1,0.9097962296671338,0.7244444444444444,0.6280872672796249,0.904,0.638
2,0.8392442795965407,0.7257777777777777,0.5807066112756729,0.898,0.654
3,0.7657955388228098,0.7288888888888889,0.5425278693437576,0.902,0.676
4,0.7420628948344125,0.7246666666666667,0.5202252641320229,0.906,0.664
5,0.687530807322926,0.7333333333333333,0.5081348344683647,0.9,0.64
6,0.6698056492540572,0.734,0.4796323850750923,0.908,0.666
7,0.6341186596287621,0.7357777777777778,0.4614619165658951,0.91,0.658
8,0.6367872407039007,0.7384444444444445,0.4565262719988823,0.91,0.65
9,0.6128206476569176,0.7366666666666667,0.4359413906931877,0.914,0.668
10,0.6097925214303864,0.7377777777777778,0.4484235569834709,0.916,0.664
11,0.5846392057008214,0.7453333333333333,0.4201907142996788,0.91,0.666
12,0.585419237613678,0.7413333333333333,0.42184635251760483,0.914,0.664
13,0.5782734644081857,0.7422222222222222,0.4164484068751335,0.918,0.652
14,0.5724198271830877,0.7422222222222222,0.41072529554367065,0.92,0.654
15,0.5606529803739654,0.7473333333333333,0.3948674127459526,0.918,0.676
16,0.5608607422974374,0.7448888888888889,0.41273168474435806,0.918,0.652
17,0.5511178117659357,0.7426666666666667,0.39214973896741867,0.922,0.674
18,0.5386017163594564,0.7484444444444445,0.38827524334192276,0.92,0.694
19,0.5393594594465362,0.7495555555555555,0.3840012699365616,0.922,0.66
20,0.5311832394864824,0.7488888888888889,0.36952202022075653,0.926,0.684
21,0.533496753209167,0.7493333333333333,0.3862849399447441,0.916,0.694
22,0.5442238499720892,0.7504444444444445,0.38044993579387665,0.916,0.682
23,0.5322474903530545,0.7513333333333333,0.3907684162259102,0.922,0.66
24,0.5141623508599069,0.7524444444444445,0.37442535161972046,0.928,0.644
25,0.5084465891122818,0.7531111111111111,0.3650810718536377,0.922,0.698
26,0.5092700943350792,0.7544444444444445,0.363608218729496,0.93,0.69
